Hostname;VRF_Name;Route-Distinguisher;;;
ROA1.BAL1;VRF-FCORP-COMPANIA-DE-SEGUROS-LA-MERCANTIL-ANDINA-SA;10481:11189;;;
ROA1.BAL1;VRF-FCORP-COPPEL-SA;10481:11287;;;
ROA1.BAL1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.BAL1;VRF-FCORP-COTO-CENTRO-INTEGRAL-DE-COMERCIALIZACION-SA;10481:11069;;;
ROA1.BAL1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.BAL1;VRF-FCORP-CREDICOOP;10481:11010;;;
ROA1.BAL1;VRF-FCORP-DAC-SACI;10481:11376;;;
ROA1.BAL1;VRF-FCORP-DIA-ARGENTINA-SA;10481:11097;;;
ROA1.BAL1;VRF-FCORP-DIA-ARGENTINA-SA-TIENDAS;10481:11084;;;
ROA1.BAL1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL-SRT;10481:11338;;;
ROA1.BAL1;VRF-FCORP-ERTACH-SA;10481:11259;;;
ROA1.BAL1;VRF-FCORP-ESKABE-SA;10481:11019;;;
ROA1.BAL1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.BAL1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.BAL1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.BAL1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.BAL1;VRF-FCORP-LIHUE-INGENIERIA-SA;10481:11334;;;
ROA1.BAL1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.BAL1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.BAL1;VRF-FCORP-ORBIS-COMPANIA-DE-SEGUROS-SA;10481:11199;;;
ROA1.BAL1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.BAL1;VRF-FCORP-OSDE;10481:11133;;;
ROA1.BAL1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.BAL1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:11142;;;
ROA1.BAL1;VRF-FCORP-PRAPAN-SA;10481:11047;;;
ROA1.BAL1;VRF-FCORP-PREPAN-SA;10481:11062;;;
ROA1.BAL1;VRF-FCORP-RIVADAVIA-COOP-SEGUROS;10481:11016;;;
ROA1.BAL1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA;10481:11057;;;
ROA1.BAL1;VRF-FCORP-SIMMONS-DE-ARGENTINA;7303:1219;;;
ROA1.BAL1;VRF-FCORP-STANDARD-BANK-ARGENTINA-SA;10481:11063;;;
ROA1.BAL1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.BAL1;VRF-FCORP-TARABORELLI-SA;10481:11407;;;
ROA1.BAL1;VRF-FCORP-UTHGRA;10481:11056;;;
ROA1.BAL1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.BAL1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.BAL1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.BAL1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.CRS1;VRF-CABLE-CMTS-CRS1;10481:10194;;;
ROA1.CRS1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.CRS1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.CRS1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.CRS1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.CRS1;VRF-FCORP-ANSES-TECO;7303:128;;;
ROA1.CRS1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.CRS1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.CRS1;VRF-FCORP-BANCO-CORRIENTES-SA;10481:11387;;;
ROA1.CRS1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.CRS1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.CRS1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093;;;
ROA1.CRS1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.CRS1;VRF-FCORP-DROGUERIA-DEL-SUD-SA;10481:11267;;;
ROA1.CRS1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL-SRT;10481:11338;;;
ROA1.CRS1;VRF-FCORP-EDITOCHACO-TECO;7303:866;;;
ROA1.CRS1;VRF-FCORP-FIRSTDATA;10481:11332;;;
ROA1.CRS1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.CRS1;VRF-FCORP-LA-CAJA;10481:11006;;;
ROA1.CRS1;VRF-FCORP-MERCADO-ARG-BOLSAS-SA;7303:200114;;;
ROA1.CRS1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.CRS1;VRF-FCORP-MUEBLERIA_SCHEJTER-TECO;7303:1400;;;
ROA1.CRS1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523;;;
ROA1.CRS1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.CRS1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.CRS1;VRF-FCORP-PREVISORA-INTERAS-TECO;7303:5008;;;
ROA1.CRS1;VRF-FCORP-RPB-SA-TECO;7303:606;;;
ROA1.CRS1;VRF-FCORP-SANCOR_SEGUROS-TECO;7303:2800;;;
ROA1.CRS1;VRF-FCORP-SMARTMATIC-TECO;7303:9818;;;
ROA1.CRS1;VRF-FCORP-SUPERMAX;7303:200077;;;
ROA1.CRS1;VRF-FCORP-SUPERMAX-TECO;7303:2127;;;
ROA1.CRS1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.CRS1;VRF-FCORP-TIPOITI-SA;10481:11327;;;
ROA1.CRS1;VRF-FCORP-UNIV_DE_LA_CUENCA_DEL_PLATA;7303:0800;;;
ROA1.CRS1;VRF-FCORP-UPCN-TECO;7303:352;;;
ROA1.CRS1;VRF-FCORP-VI-TRANS-CAUDALES;10481:11049;;;
ROA1.CRS1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.CRS1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.SFE1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.SFE1;VRF-CABLE-CMTS-SFE1;10481:10011;;;
ROA1.SFE1;VRF-CABLE-CYCLADES-MGMT;10481:90104;;;
ROA1.SFE1;VRF-CABLE-DCN-HUB-MGMT;10481:90107;;;
ROA1.SFE1;VRF-CABLE-NORDELTA;10481:21035;;;
ROA1.SFE1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24011;;;
ROA1.SFE1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26011;;;
ROA1.SFE1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28011;;;
ROA1.SFE1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27011;;;
ROA1.SFE1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25011;;;
ROA1.SFE1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.SFE1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.SFE1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.SFE1;VRF-DIAGNOSTICO-SAN-LUCAS;10481:11373;;;
ROA1.SFE1;VRF-FCORP-ANSES-TECO;7303:128;;;
ROA1.SFE1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.SFE1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA-FIBERTELZONE;10481:11168;;;
ROA1.SFE1;VRF-FCORP-AXION-ENERGY-ARGENTINA-INTERNET;10481:11135;;;
ROA1.SFE1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.SFE1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.SFE1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.SFE1;VRF-FCORP-BANCO-ITAU-ARGENTINA_SA;10481:11170;;;
ROA1.SFE1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.SFE1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.SFE1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.SFE1;VRF-FCORP-BANCO-SANTANDER-RIO;10481:11221;;;
ROA1.SFE1;VRF-FCORP-BANCO_NACION-TECO;7303:149;;;
ROA1.SFE1;VRF-FCORP-BAN_GAS_NATURAL;10481:11301;;;
ROA1.SFE1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093;;;
ROA1.SFE1;VRF-FCORP-BERNARDINO-RIVADAVIA-COOPERATIVA-LIMITADA-SEGUROS;10481:11016;;;
ROA1.SFE1;VRF-FCORP-BURGER-ST;10481:11027;;;
ROA1.SFE1;VRF-FCORP-C-FINANCIERAARG;10481:11008;;;
ROA1.SFE1;VRF-FCORP-CENCOSUD;10481:11050;;;
ROA1.SFE1;VRF-FCORP-CITIBANK;10481:11117;;;
ROA1.SFE1;VRF-FCORP-CLUB-NAUTICO;10481:11403;;;
ROA1.SFE1;VRF-FCORP-COPPEL-SA;10481:11287;;;
ROA1.SFE1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.SFE1;VRF-FCORP-COTO;10481:11069;;;
ROA1.SFE1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.SFE1;VRF-FCORP-DEHEZA;10481:11425;;;
ROA1.SFE1;VRF-FCORP-EDENOR;10481:11077;;;
ROA1.SFE1;VRF-FCORP-ESETECE-SA;10481:11096;;;
ROA1.SFE1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.SFE1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.SFE1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.SFE1;VRF-FCORP-HSBC-BANK-TECO;7303:1303;;;
ROA1.SFE1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-20;10481:11269;;;
ROA1.SFE1;VRF-FCORP-IOMA;10481:11270;;;
ROA1.SFE1;VRF-FCORP-JARDIN-DEL-PILAR-SA;10481:11211;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-ADMIN-TECO;7303:2905;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-CAMARAS-TECO;7303:2907;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-GAMES-TECO;7303:2906;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-INTERNET-TECO;7303:2904;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-MEDIA-TECO;7303:2909;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-MGMT-TECO;7303:2724;;;
ROA1.SFE1;VRF-FCORP-JJOO2018-PHONE-TECO;7303:2908;;;
ROA1.SFE1;VRF-FCORP-KEL-EDICIONES;10481:11381;;;
ROA1.SFE1;VRF-FCORP-MAXICONSUMO-SA;10481:11281;;;
ROA1.SFE1;VRF-FCORP-MERCADO-DE-VALORES-DE-BUENOS-AIRES-SA;10481:11195;;;
ROA1.SFE1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.SFE1;VRF-FCORP-MOLINOS-RIO-DE-LA-PLATA-SA;10481:11155;;;
ROA1.SFE1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523;;;
ROA1.SFE1;VRF-FCORP-NEUMASUR;10481:11037;;;
ROA1.SFE1;VRF-FCORP-NEYER;10481:11306;;;
ROA1.SFE1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.SFE1;VRF-FCORP-OSDE-TECO;7303:563;;;
ROA1.SFE1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.SFE1;VRF-FCORP-PLUS_PETROL;10481:11022;;;
ROA1.SFE1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:11142;;;
ROA1.SFE1;VRF-FCORP-PREFECTURA-TECO;7303:1433;;;
ROA1.SFE1;VRF-FCORP-RICOH;10481:11035;;;
ROA1.SFE1;VRF-FCORP-SANTANDER-TECO;7303:2018;;;
ROA1.SFE1;VRF-FCORP-SEPSA-PAGO_FACIL;10481:11057;;;
ROA1.SFE1;VRF-FCORP-STANDARD-BANK-SA;10481:11063;;;
ROA1.SFE1;VRF-FCORP-SUPERVIELLE;10481:11020;;;
ROA1.SFE1;VRF-FCORP-UNIV-SANTIAGO-TECO;7303:287;;;
ROA1.SFE1;VRF-FCORP-UTHGRA;10481:11056;;;
ROA1.SFE1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.SFE1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.SFE1;VRF-VIDEO-VOD_MOTOROLA_APEX;10481:90023;;;
ROA1.SFE1;VRF-VIDEO-VOD_VIDEO_APEX_MDS;10481:90021;;;
ROA1.PLA1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.PLA1;VRF-CABLE-CMTS-PLA1;10481:10140;;;
ROA1.PLA1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.PLA1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.PLA1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24140;;;
ROA1.PLA1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26140;;;
ROA1.PLA1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28140;;;
ROA1.PLA1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27140;;;
ROA1.PLA1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25140;;;
ROA1.PLA1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.PLA1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.PLA1;VRF-FCORP-AYEX-SA;10481:11293;;;
ROA1.PLA1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.PLA1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.PLA1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020;;;
ROA1.PLA1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093;;;
ROA1.PLA1;VRF-FCORP-BOLDT-SOCIEDAD-ANONIMA;10481:11011;;;
ROA1.PLA1;VRF-FCORP-CENCOSUD-SA;10481:11050;;;
ROA1.PLA1;VRF-FCORP-COMPANIA-DE-SEGUROS-LA-MERCANTIL-ANDINA-SA;10481:11261;;;
ROA1.PLA1;VRF-FCORP-COMPANIA-FINANCIERA-ARGENTINA-SA;10481:11008;;;
ROA1.PLA1;VRF-FCORP-COTO-CENTRO-INTEGRAL-DE-COMERCIALIZACION-SA;10481:11069;;;
ROA1.PLA1;VRF-FCORP-DANAIDE-SA;10481:11310;;;
ROA1.PLA1;VRF-FCORP-DIRECCION-EDUCACION;10481:11360;;;
ROA1.PLA1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL;10481:11258;;;
ROA1.PLA1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL-SRT;10481:11338;;;
ROA1.PLA1;VRF-FCORP-EL-DIA-SAICYF;10481:11249;;;
ROA1.PLA1;VRF-FCORP-ERTACH-SA;10481:11259;;;
ROA1.PLA1;VRF-FCORP-FARMCITY-SA;10481:11072;;;
ROA1.PLA1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.PLA1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.PLA1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.PLA1;VRF-FCORP-IOMA;10481:11270;;;
ROA1.PLA1;VRF-FCORP-JARDIN-DEL-PILAR-SA;10481:11211;;;
ROA1.PLA1;VRF-FCORP-JEFATURA-DE-GABINETE-SALUD;10481:11389;;;
ROA1.PLA1;VRF-FCORP-MONROE-AMERICANA-SA;10481:11106;;;
ROA1.PLA1;VRF-FCORP-NETDRIVER;10481:11362;;;
ROA1.PLA1;VRF-FCORP-NSS-SA-047-dat;10481:11167;;;
ROA1.PLA1;VRF-FCORP-NSS-SA-047-int;10481:11166;;;
ROA1.PLA1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.PLA1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.PLA1;VRF-FCORP-ORGANIZACION-DE-SERVICIOS-DIRECTOS-EMPRESARIOS-OSDE;10481:11133;;;
ROA1.PLA1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PROVINCIA-DE-BSAS-2;10481:11017;;;
ROA1.PLA1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PROVINCIA-DE-BSAS-3;10481:11041;;;
ROA1.PLA1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280;;;
ROA1.PLA1;VRF-FCORP-ROYAL-SUN-ALLIANCE-SEGUROS-ARG-SA;10481:11119;;;
ROA1.PLA1;VRF-FCORP-SEGUROS-BERNARDINO-RIVADAVIA-COOPERATIVA-LIMITADA;10481:11016;;;
ROA1.PLA1;VRF-FCORP-SERVICIO-PARA-EL-TRANSPORTE-DE-INFORMACION-SA;10481:11190;;;
ROA1.PLA1;VRF-FCORP-SION-SA-8;10481:11204;;;
ROA1.PLA1;VRF-FCORP-SION-SA-9;10481:11268;;;
ROA1.PLA1;VRF-FCORP-STANDARD-BANK-SA;10481:11063;;;
ROA1.PLA1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.PLA1;VRF-FCORP-TRANS-CAUDALES-VIGENCIA-SA;10481:11049;;;
ROA1.PLA1;VRF-FCORP-UTE-PROCURACION;10481:11378;;;
ROA1.PLA1;VRF-FCORP-ZURICH-ARGENTINA-COMPAIA-DE-SEGUROS-SA;10481:11065;;;
ROA1.PLA1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.PLA1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.PLA1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.GRO1;VRF-CABLE-CMTS-GRO1;10481:10111;;;
ROA1.GRO1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.GRO1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.GRO1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.GRO1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24111;;;
ROA1.GRO1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26111;;;
ROA1.GRO1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28111;;;
ROA1.GRO1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27111;;;
ROA1.GRO1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25111;;;
ROA1.GRO1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.GRO1;VRF-FCORP-ADVENTISTAS-INTERAS-CLARO;10481:15001;;;
ROA1.GRO1;VRF-FCORP-ARGENTINA-SA;10481:11008;;;
ROA1.GRO1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.GRO1;VRF-FCORP-CENCOSUD-SA;10481:11050;;;
ROA1.GRO1;VRF-FCORP-CIA-DE-SEGUROS-2;10481:11102;;;
ROA1.GRO1;VRF-FCORP-CONS-MAGISTRATURA;10481:11044;;;
ROA1.GRO1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.GRO1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.GRO1;VRF-FCORP-PATAGONIA-SA;10481:11103;;;
ROA1.GRO1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.GRO1;VRF-FCORP-YPF;10481:11002;;;
ROA1.GRO1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.ROH1;VRF-CABLE-CMTS-ROH1;10481:10090;;;
ROA1.ROH1;VRF-CABLE-CYCLADES-MGMT;10481:90104;;;
ROA1.ROH1;VRF-CABLE-DCN-BBI-ANILLO-NORTE-A;10481:90111;;;
ROA1.ROH1;VRF-CABLE-GESTION-SDH-HUAWEI-ACCESO;10481:29090;;;
ROA1.ROH1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.ROH1;VRF-CABLE-PERSONAL-ABIS2G-FRONTERA;64924:24090;;;
ROA1.ROH1;VRF-CABLE-PERSONAL-IUB3G-FRONTERA;64923:25090;;;
ROA1.ROH1;VRF-CABLE-PERSONAL-S1-FRONTERA;64921:28090;;;
ROA1.ROH1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27090;;;
ROA1.ROH1;VRF-CABLE-PERSONAL-S1MME-FRONTERA;64922:27090;;;
ROA1.ROH1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.ROH1;VRF-CABLE-TOIP-FRONT-INT;10481:40034;;;
ROA1.ROH1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.ROH1;VRF-MHUB-MONITOREO-INTERIOR;10481:90119;;;
ROA1.ROH1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.ROH1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.VCR1;VRF-CABLE-CMTS-VCR1;10481:10061;;;
ROA1.VCR1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.VCR1;VRF-CABLE-MGMT-HUB;10481:90107;;;
ROA1.VCR1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.VCR1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24061;;;
ROA1.VCR1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26061;;;
ROA1.VCR1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28061;;;
ROA1.VCR1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27061;;;
ROA1.VCR1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25061;;;
ROA1.VCR1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.VCR1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.VCR1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.VCR1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.VCR1;VRF-FCORP-BANCO-ITAU-ARGENTINA-SA;10481:11170;;;
ROA1.VCR1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.VCR1;VRF-FCORP-BOLSASYMERCADOS-TECO;7303:2955;;;
ROA1.VCR1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.VCR1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.VCR1;VRF-FCORP-GCBA-ESCUELAS;10481:11125;;;
ROA1.VCR1;VRF-FCORP-HSBC-BANK-TECO;7303:1303;;;
ROA1.VCR1;VRF-FCORP-ICBC-SA;10481:11063;;;
ROA1.VCR1;VRF-FCORP-JULERIAQUE-SA;10481:11404;;;
ROA1.VCR1;VRF-FCORP-KEL-EDICIONES;10481:11381;;;
ROA1.VCR1;VRF-FCORP-MERCADO-ARG-BOLSAS-SA;7303:200114;;;
ROA1.VCR1;VRF-FCORP-OSVALDO-DIAZ-SA;10481:11384;;;
ROA1.VCR1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023;;;
ROA1.VCR1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021;;;
ROA1.PAL1;VRF-CABLE-CMTS-PAL1;10481:10134;;;
ROA1.PAL1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.PAL1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.PAL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24134;;;
ROA1.PAL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26134;;;
ROA1.PAL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28134;;;
ROA1.PAL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27134;;;
ROA1.PAL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25134;;;
ROA1.PAL1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.PAL1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.PAL1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.PAL1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.PAL1;VRF-FCORP-GCBA-ESCUELAS;10481:11125;;;
ROA1.PAL1;VRF-FCORP-PETROBRAS-ENERGIA-SA;10481:11014;;;
ROA1.PAL1;VRF-FCORP-STANDARD-BANK-SA;10481:11063;;;
ROA1.PAL1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.PAL1;VRF-FCORP-TC-INSIDE-SA;10481:11396;;;
ROA1.PAL1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.PAL1;VRF-PICOCELDAS;7303:200117;;;
ROA1.PAL1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.PAL1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.FLO1;VRF-CABLE-CMTS-FLO1;10481:10005;;;
ROA1.FLO1;VRF-CABLE-DCN-CYCLADES;10481:90104;;;
ROA1.FLO1;VRF-CABLE-DCN-MHUB;10481:90107;;;
ROA1.FLO1;VRF-CABLE-MONITOREO-ENERGIA;10481:90117;;;
ROA1.FLO1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24005;;;
ROA1.FLO1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26005;;;
ROA1.FLO1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28005;;;
ROA1.FLO1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27005;;;
ROA1.FLO1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25005;;;
ROA1.FLO1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.FLO1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.FLO1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.FLO1;VRF-FCORP-ACA;7303:119;;;
ROA1.FLO1;VRF-FCORP-AGEA-CARREFOUR-CLARIN365;10481:11368;;;
ROA1.FLO1;VRF-FCORP-ARAUCO-ARGENTINA-TECO;7303:0066;;;
ROA1.FLO1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.FLO1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA-FIBERTELZONE;10481:11168;;;
ROA1.FLO1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
