Hostname;VRF_Name;Route-Distinguisher;;;
ROA1.SLO1;VRF-FCORP-ERTACH-SA;10481:11259;;;
ROA1.SLO1;VRF-FCORP-ESETECE-SA;10481:11096;;;
ROA1.SLO1;VRF-FCORP-ESKABE-SA;10481:11019;;;
ROA1.SLO1;VRF-FCORP-ESTUDIANTES-DE-LA-PLATA;7303:200061;;;
ROA1.SLO1;VRF-FCORP-EUROAMERICA-TECO;7303:2684;;;
ROA1.SLO1;VRF-FCORP-EVENTO-HILTON;10481:11429;;;
ROA1.SLO1;VRF-FCORP-FALCONE-BODETTO;7303:0129;;;
ROA1.SLO1;VRF-FCORP-FARMA-KD-SA-TECO;7303:2888;;;
ROA1.SLO1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.SLO1;VRF-FCORP-FARMCITY-SA;10481:11029;;;
ROA1.SLO1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.SLO1;VRF-FCORP-FEDPATRONAL-TECO;7303:200156;;;
ROA1.SLO1;VRF-FCORP-FEMSA-SA;10481:11337;;;
ROA1.SLO1;VRF-FCORP-FIBERTELZONE-TECO;7303:200006;;;
ROA1.SLO1;VRF-FCORP-FIESA-SRL-TECO;7303:200125;;;
ROA1.SLO1;VRF-FCORP-FILM-SUEZ-SA;10481:11200;;;
ROA1.SLO1;VRF-FCORP-FIRSTDATA;10481:11332;;;
ROA1.SLO1;VRF-FCORP-FIRSTDATA-TECO;7303:1428;;;
ROA1.SLO1;VRF-FCORP-FISERV-STANDARBANK-ICBC;10481:11315;;;
ROA1.SLO1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.SLO1;VRF-FCORP-FRIENDS_FOOD_SA;10481:11343;;;
ROA1.SLO1;VRF-FCORP-FUND-IBEROAME-DE-ESTUDIOS-SUPERIORES;10481:11023;;;
ROA1.SLO1;VRF-FCORP-FURLONG-FOX-SA-DDEIP;7303:200217;;;
ROA1.SLO1;VRF-FCORP-GALILEO-LA-RIOJA-SA;10481:11163;;;
ROA1.SLO1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.SLO1;VRF-FCORP-GARRUCHOS-TECO;7303:1276;;;
ROA1.SLO1;VRF-FCORP-GCBA-ESCUELAS;10481:11125;;;
ROA1.SLO1;VRF-FCORP-GCBA-HOSPITALES;10481:11039;;;
ROA1.SLO1;VRF-FCORP-GCBA-POLICIA-TECO;7303:200074;;;
ROA1.SLO1;VRF-FCORP-GENERALI-ARGENTINA-CIA-SEGUROS;10481:11122;;;
ROA1.SLO1;VRF-FCORP-GENNEIA-TECO-OLA;7303:0417;;;
ROA1.SLO1;VRF-FCORP-GIMNASIOS-ARGENTINOS-SA;10481:11042;;;
ROA1.SLO1;VRF-FCORP-GIRE-SA;10481:11086;;;
ROA1.SLO1;VRF-FCORP-GOMIC-SA;7303:654;;;
ROA1.SLO1;VRF-FCORP-GONAR-TECO;7303:401;;;
ROA1.SLO1;VRF-FCORP-GRUPO-CLARIN-SA;10481:11040;;;
ROA1.SLO1;VRF-FCORP-GRUPO-ORONO-TECO;7303:2749;;;
ROA1.SLO1;VRF-FCORP-HILTON-ITALIANO;10481:11113;;;
ROA1.SLO1;VRF-FCORP-HIPODROMO-ARG-DE-PALERMO-TECO;7303:162;;;
ROA1.SLO1;VRF-FCORP-HOYTS-GENERAL-CINEMA-SA;10481:11001;;;
ROA1.SLO1;VRF-FCORP-HSBC-BANK-TECO;7303:279;;;
ROA1.SLO1;VRF-FCORP-ICBC-SA;10481:11063;;;
ROA1.SLO1;VRF-FCORP-IDR-LTE;7303:2959;;;
ROA1.SLO1;VRF-FCORP-IFX;10481:11138;;;
ROA1.SLO1;VRF-FCORP-IFX-LABYES;10481:11080;;;
ROA1.SLO1;VRF-FCORP-IFX-LASHERAS;10481:11104;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-11;10481:11235;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-14;10481:11243;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-15;10481:11247;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-16;10481:11254;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-17;10481:11256;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-18;10481:11257;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-19;10481:11265;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-2;10481:11143;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-2-INTERNET;10481:11144;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-20;10481:11269;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-21;10481:11272;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-22;10481:11276;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-23;10481:11283;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-24;10481:11284;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-25;10481:11296;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-26;10481:11305;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-27;10481:11307;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-28;10481:11311;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-29;10481:11319;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-3;10481:11169;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-30;10481:11237;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-31;10481:11238;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-32;10481:11321;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-33;10481:11324;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-34;10481:11333;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-35;10481:11335;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-4;10481:11182;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-43;10481:11385;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-46;10481:11436;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-47;10481:11441;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-5;10481:11186;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-6;10481:11201;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-8;10481:11224;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-9;10481:11228;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-BILLINGHURST;10481:11172;;;
ROA1.SLO1;VRF-FCORP-IFX-NETWORKS-ARGENTINA-SRL-LAPLACE;10481:11161;;;
ROA1.SLO1;VRF-FCORP-IMPRONTA-SOLUTIONS-TECO;7303:952;;;
ROA1.SLO1;VRF-FCORP-INDUSTRIAS-PUGLIESE-SA;10481:11120;;;
ROA1.SLO1;VRF-FCORP-INSTRUMENTOS-MUSICALES-SA;10481:11397;;;
ROA1.SLO1;VRF-FCORP-INTER-AS-CLARO-15002;10481:15002;;;
ROA1.SLO1;VRF-FCORP-INTERBANKING-SA;10481:11275;;;
ROA1.SLO1;VRF-FCORP-INTERNACIONAL-HEALTH-SERVICES-ARG-SA;10481:11399;;;
ROA1.SLO1;VRF-FCORP-INTERNET-TECO;7303:1201;;;
ROA1.SLO1;VRF-FCORP-IOMA;10481:11270;;;
ROA1.SLO1;VRF-FCORP-IRSA-TECO;7303:200091;;;
ROA1.SLO1;VRF-FCORP-IRSA-VIDEO-TECO;7303:200095;;;
ROA1.SLO1;VRF-FCORP-ITALCRED-SA;10481:11012;;;
ROA1.SLO1;VRF-FCORP-JARDIN-DEL-PILAR-SA;10481:11211;;;
ROA1.SLO1;VRF-FCORP-JARDINES-DE-FACULTAD;10481:11437;;;
ROA1.SLO1;VRF-FCORP-JEFATURA-DE-GABINETE-PENITENCIARIA;10481:11391;;;
ROA1.SLO1;VRF-FCORP-JEFATURA-DE-GABINETE-SALUD;10481:11389;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-ADMIN-TECO;7303:2905;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-CAMARAS-TECO;7303:2907;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-GAMES-TECO;7303:2906;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-INTERNET-TECO;7303:2904;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-MEDIA-TECO;7303:2909;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-MGMT-TECO;7303:2724;;;
ROA1.SLO1;VRF-FCORP-JJOO2018-PHONE-TECO;7303:2908;;;
ROA1.SLO1;VRF-FCORP-JOSIMAR;10481:11130;;;
ROA1.SLO1;VRF-FCORP-JULERIAQUE-SA;10481:11404;;;
ROA1.SLO1;VRF-FCORP-KABI;10481:11074;;;
ROA1.SLO1;VRF-FCORP-KALPAKIAN-SACIEI;10481:11291;;;
ROA1.SLO1;VRF-FCORP-KEL-EDICIONES;10481:11381;;;
ROA1.SLO1;VRF-FCORP-KILBEL-SRL-TECO;7303:969;;;
ROA1.SLO1;VRF-FCORP-KOMPUSUR;7303:200203;;;
ROA1.SLO1;VRF-FCORP-LA-CAJA-ART;10481:11278;;;
ROA1.SLO1;VRF-FCORP-LA-CAJA-DE-SEGUROS-SA;10481:11102;;;
ROA1.SLO1;VRF-FCORP-LA-SEGUNDA;10481:11394;;;
ROA1.SLO1;VRF-FCORP-LAB-BERNABO;10481:11051;;;
ROA1.SLO1;VRF-FCORP-LAFARMACO-ARG;7303:200048;;;
ROA1.SLO1;VRF-FCORP-LATIN-AMERICA-POSTAL;10481:11302;;;
ROA1.SLO1;VRF-FCORP-LAVIRGINIA;7303:568;;;
ROA1.SLO1;VRF-FCORP-LA_CAJA-STANDARBANK-ICBC;10481:11308;;;
ROA1.SLO1;VRF-FCORP-LEDESMA-TECO;7303:1010;;;
ROA1.SLO1;VRF-FCORP-LEST-SA;7303:200032;;;
ROA1.SLO1;VRF-FCORP-LEVEL-3-SA;10481:11317;;;
ROA1.SLO1;VRF-FCORP-LIBERTAD;7303:0068;;;
ROA1.SLO1;VRF-FCORP-LIHUE-INGENIERIA-SA;10481:11334;;;
ROA1.SLO1;VRF-FCORP-MACO-TRANSPORTADORA-DE-CAUDALES-SA;10481:11149;;;
ROA1.SLO1;VRF-FCORP-MACRO-XOT-TECO;7303:694;;;
ROA1.SLO1;VRF-FCORP-MALBA;10481:11233;;;
ROA1.SLO1;VRF-FCORP-MAXICONSUMO-SA;10481:11281;;;
ROA1.SLO1;VRF-FCORP-MEDICUS-TECO;7303:200052;;;
ROA1.SLO1;VRF-FCORP-MEDIFARM-SA;10481:11219;;;
ROA1.SLO1;VRF-FCORP-MERIDIAN;10481:11112;;;
ROA1.SLO1;VRF-FCORP-METROGAS-SA;10481:11194;;;
ROA1.SLO1;VRF-FCORP-METROGAS-SA-2;10481:11242;;;
ROA1.SLO1;VRF-FCORP-METROGAS-SA-SIMETRICOS;10481:11255;;;
ROA1.SLO1;VRF-FCORP-METROGAS-SEGURIDAD;7303:200205;;;
ROA1.SLO1;VRF-FCORP-MIN-GOB-REF-EST-TECO;7303:569;;;
ROA1.SLO1;VRF-FCORP-MINI-ECONOMIA-INTERAS-TECO;7303:1299;;;
ROA1.SLO1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.SLO1;VRF-FCORP-MOLINOS-RIO-DE-LA-PLATA-SA;10481:11155;;;
ROA1.SLO1;VRF-FCORP-MONROE-AMERICANA;10481:11106;;;
ROA1.SLO1;VRF-FCORP-MONTEVIDEO-CAMBIO-Y-TURISMO;10481:11367;;;
ROA1.SLO1;VRF-FCORP-MOVI-SAU-TECO;7303:1267;;;
ROA1.SLO1;VRF-FCORP-MOVIL-BCKP-SERV-TECO;7303:200004;;;
ROA1.SLO1;VRF-FCORP-MUNICIPALIDAD-DE-CORDOBA-TECO;7303:0649;;;
ROA1.SLO1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523;;;
ROA1.SLO1;VRF-FCORP-NACION-SEGUROS-TECO;7303:243;;;
ROA1.SLO1;VRF-FCORP-NAI-INTERNACIONAL;10481:11348;;;
ROA1.SLO1;VRF-FCORP-NAVEGACION-AEREA-TECO;7303:2963;;;
ROA1.SLO1;VRF-FCORP-NEEDISH-SRL-GROUPON;10481:11018;;;
ROA1.SLO1;VRF-FCORP-NESTLE-ARGENTINA-SA;10481:11058;;;
ROA1.SLO1;VRF-FCORP-NETDRIVER;10481:11362;;;
ROA1.SLO1;VRF-FCORP-NEUMASUR-SA;10481:11037;;;
ROA1.SLO1;VRF-FCORP-NEURALSOFT-SRL;10481:11131;;;
ROA1.SLO1;VRF-FCORP-NSS-CALDERONDELABRARCA;10481:11134;;;
ROA1.SLO1;VRF-FCORP-NSS-CASEROS;10481:11126;;;
ROA1.SLO1;VRF-FCORP-NSS-CHACABUCO644-SA;10481:11123;;;
ROA1.SLO1;VRF-FCORP-NSS-CHUTRO;10481:11140;;;
ROA1.SLO1;VRF-FCORP-NSS-CHUTRO-INTERNET;10481:11141;;;
ROA1.SLO1;VRF-FCORP-NSS-IPLAN;10481:11422;;;
ROA1.SLO1;VRF-FCORP-NSS-PINZON-1152;10481:11248;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-047-dat;10481:11167;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-047-int;10481:11166;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-ACOSTA;10481:11213;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-CAMPICHUELO;10481:11216;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-CASTRO-EMILIO;10481:11318;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-CESPEDES;10481:11176;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-DIRECTORIO-4743;10481:11245;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-IPLAN;10481:11262;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-LORETO-VIRREY-3878;10481:11231;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-MARTINEZ;10481:11220;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-SAN-BLAS-1670;10481:11244;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-SUIPACHA;10481:11185;;;
ROA1.SLO1;VRF-FCORP-NSS-SA-YRIGOYEN-2223;10481:11232;;;
ROA1.SLO1;VRF-FCORP-NSS-URQUIZA;10481:11177;;;
ROA1.SLO1;VRF-FCORP-NSS-VILLARINO;10481:11116;;;
ROA1.SLO1;VRF-FCORP-NUEVA_COOPERATIVA_SEGUROS;10481:11346;;;
ROA1.SLO1;VRF-FCORP-NUEVO-BANCO-DE-SANTA-FE;10481:11222;;;
ROA1.SLO1;VRF-FCORP-NUEVO-BANCO-SANTA-FE-II;10481:11414;;;
ROA1.SLO1;VRF-FCORP-NUEVO-BANCO-SANTA-FE-TECO;7303:1115;;;
ROA1.SLO1;VRF-FCORP-ORBIS-COMPANIA-DE-SEGUROS-SA;10481:11199;;;
ROA1.SLO1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.SLO1;VRF-FCORP-OSDE;10481:11133;;;
ROA1.SLO1;VRF-FCORP-OSVALDO-DIAZ-SA;10481:11384;;;
ROA1.SLO1;VRF-FCORP-PAGO-FACIL-III;10481:11421;;;
ROA1.SLO1;VRF-FCORP-PALOMAR-AA2000;7303:784;;;
ROA1.SLO1;VRF-FCORP-PAMI-TECO;7303:1185;;;
ROA1.SLO1;VRF-FCORP-PAMPAENERGIA;7303:200135;;;
ROA1.SLO1;VRF-FCORP-PAPEL_PRENSA_SAICFY_DE_M;10481:11344;;;
ROA1.SLO1;VRF-FCORP-PASTELEROS-MUTUAL;10481:14145;;;
ROA1.SLO1;VRF-FCORP-PBX-HILTON-TECO;7303:2971;;;
ROA1.SLO1;VRF-FCORP-PERSONAL-IOT;7303:2532;;;
ROA1.SLO1;VRF-FCORP-PETROBRAS-ENERGIA-SA;10481:11014;;;
ROA1.SLO1;VRF-FCORP-PIERO-SAIYC;10481:11073;;;
ROA1.SLO1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.SLO1;VRF-FCORP-PLUSPETROL-SA;10481:11022;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:11142;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PCIA-BS-AS-3;10481:11041;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PROVINCIA-BSAS-2;10481:11017;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PROVINCIA-DE-BS-AS;10481:11005;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-DE-LA-PROVINCIA-DE-BS-AS-DATOS;10481:11173;;;
ROA1.SLO1;VRF-FCORP-PODER-JUDICIAL-SANTA-FE-TECO;7303:239;;;
ROA1.SLO1;VRF-FCORP-PRISMA-CALLCENTER;7303:200139;;;
ROA1.SLO1;VRF-FCORP-PROCESADORA-REGIONAL-SA;10481:11286;;;
ROA1.SLO1;VRF-FCORP-PROCESS-TECH-DDEIP;7303:200118;;;
ROA1.SLO1;VRF-FCORP-PRODUCTORES-DE-FRUTAS-ARGENTINOS;10481:11320;;;
ROA1.SLO1;VRF-FCORP-PRODUCTOS-ROCHE-SAQUEI;10481:11030;;;
ROA1.SLO1;VRF-FCORP-PROSEGUR-SA;10481:11162;;;
ROA1.SLO1;VRF-FCORP-PROYECCIONES-DIGITALES;10481:11383;;;
ROA1.SLO1;VRF-FCORP-PROYECTO-COMISARIAS-MINISTERIO-DE-DEFENSA-Y-JUSTICIA;10481:11325;;;
ROA1.SLO1;VRF-FCORP-PRUEBA-L3VPN-MIXTA;10481:600;;;
ROA1.SLO1;VRF-FCORP-PUNTO-FARMA;10481:11402;;;
ROA1.SLO1;VRF-FCORP-RADIO-MITRE;10481:11413;;;
ROA1.SLO1;VRF-FCORP-RADIOMITRE-HEADEND;7303:200020;;;
ROA1.SLO1;VRF-FCORP-RED-INTERCABLE-TECO;7303:2966;;;
ROA1.SLO1;VRF-FCORP-RED_LINK-TECO;7303:273;;;
ROA1.SLO1;VRF-FCORP-REFINOR-TECO;7303:263;;;
ROA1.SLO1;VRF-FCORP-RENAULT-SA;10481:11015;;;
ROA1.SLO1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280;;;
ROA1.SLO1;VRF-FCORP-RICOH;10481:11035;;;
ROA1.SLO1;VRF-FCORP-RIO-VARADERO-SA;10481:11033;;;
ROA1.SLO1;VRF-FCORP-ROYAL-SUN-ALLIANCE-SEGUROS-ARG-SA;10481:11119;;;
ROA1.SLO1;VRF-FCORP-RPB-SA-TECO;7303:606;;;
ROA1.SLO1;VRF-FCORP-SACIFIA-BERCOVICH-TECO;7303:2522;;;
ROA1.SLO1;VRF-FCORP-SAECO-ARGENTINA-SA;10481:11282;;;
ROA1.SLO1;VRF-FCORP-SALUD-OCULAR-SA;10481:11400;;;
ROA1.SLO1;VRF-FCORP-SANCOR_SEGUROS-TECO;7303:2800;;;
ROA1.SLO1;VRF-FCORP-SANTANDER-TECO;7303:2018;;;
ROA1.SLO1;VRF-FCORP-SANTANDER-TECO-BACKUP;7303:2017;;;
ROA1.SLO1;VRF-FCORP-SECURITAS-ARGENTINA-SA;10481:11068;;;
ROA1.SLO1;VRF-FCORP-SECURITAS-ARGENTINA-SA-VIDEO;10481:11164;;;
ROA1.SLO1;VRF-FCORP-SECURITAS-NUEVA-VRF;10481:11171;;;
ROA1.SLO1;VRF-FCORP-SEGUROS-BERNARDINO-RIVADAVIA;10481:11016;;;
ROA1.SLO1;VRF-FCORP-SEGUROS_EL_NORTE_SA-TECO;7303:2984;;;
ROA1.SLO1;VRF-FCORP-SEHOS-SA;10481:11411;;;
ROA1.SLO1;VRF-FCORP-SENASA-TECO;7303:260;;;
ROA1.SLO1;VRF-FCORP-SEPSA5-INTERIOR;10481:11405;;;
ROA1.SLO1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA;10481:11057;;;
ROA1.SLO1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA-2;10481:11223;;;
ROA1.SLO1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA-3;10481:11227;;;
ROA1.SLO1;VRF-FCORP-SERVICIO-TRANS-INFO-SA;10481:11190;;;
ROA1.SLO1;VRF-FCORP-SERVICIOS-NACION-DDEIP;7303:1024;;;
ROA1.SLO1;VRF-FCORP-SIMMONS-DE-ARGENTINA;7303:1219;;;
ROA1.SLO1;VRF-FCORP-SION;10481:11066;;;
ROA1.SLO1;VRF-FCORP-SION-2;10481:11071;;;
ROA1.SLO1;VRF-FCORP-SION-CABILDO;10481:11085;;;
ROA1.SLO1;VRF-FCORP-SION-ESMERALDA;10481:11083;;;
ROA1.SLO1;VRF-FCORP-SION-LAVARDEN;10481:11115;;;
ROA1.SLO1;VRF-FCORP-SION-PRINGLES;10481:11081;;;
ROA1.SLO1;VRF-FCORP-SION-SA-4;10481:11180;;;
ROA1.SLO1;VRF-FCORP-SION-SA-5;10481:11191;;;
ROA1.SLO1;VRF-FCORP-SION-SA-6;10481:11192;;;
ROA1.SLO1;VRF-FCORP-SION-SA-7;10481:11193;;;
ROA1.SLO1;VRF-FCORP-SION-SA-8;10481:11204;;;
ROA1.SLO1;VRF-FCORP-SION-SA-9;10481:11268;;;
ROA1.SLO1;VRF-FCORP-SION-VORTUZAR;10481:11094;;;
ROA1.SLO1;VRF-FCORP-SION3;10481:11087;;;
ROA1.SLO1;VRF-FCORP-SION4;10481:11108;;;
ROA1.SLO1;VRF-FCORP-SIRO-SA;10481:11279;;;
ROA1.SLO1;VRF-FCORP-SITRON-TECO;7303:112;;;
ROA1.SLO1;VRF-FCORP-SMARTMATIC-TECO;7303:9818;;;
ROA1.SLO1;VRF-FCORP-SMURFIT-INTERAS-TECO;7303:100;;;
ROA1.SLO1;VRF-FCORP-SOCORRO-MEDICO-TECO;7303:1438;;;
ROA1.SLO1;VRF-FCORP-SOFRECOM;10481:11447;;;
ROA1.SLO1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.SLO1;VRF-FCORP-SUBTE_BSAS;10481:11365;;;
ROA1.SLO1;VRF-FCORP-SUDAMERICAN_AUTOS_SA;10481:11398;;;
ROA1.SLO1;VRF-FCORP-SUPERMAX;7303:200077;;;
ROA1.SLO1;VRF-FCORP-SUPERMAX-TECO;7303:2127;;;
ROA1.SLO1;VRF-FCORP-SUPERMERCADOS-MAKRO-DDEIP;7303:200224;;;
ROA1.SLO1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.SLO1;VRF-FCORP-SUTERH;10481:11445;;;
ROA1.SLO1;VRF-FCORP-SWISS.MEDICAL;10481:11064;;;
ROA1.SLO1;VRF-FCORP-TARABORELLI-SA;10481:11407;;;
ROA1.SLO1;VRF-FCORP-TARINGA-DC;10481:11060;;;
ROA1.SLO1;VRF-FCORP-TARJETA-NARANJA;10481:11021;;;
ROA1.SLO1;VRF-FCORP-TC-INSIDE-SA;10481:11396;;;
ROA1.SLO1;VRF-FCORP-TC-INSIDE-SA-PACHECO;10481:11446;;;
ROA1.SLO1;VRF-FCORP-TECNOCOM-SA;10481:11290;;;
ROA1.SLO1;VRF-FCORP-TECSO;10481:11034;;;
ROA1.SLO1;VRF-FCORP-TEKNARIA-SA;10481:11340;;;
ROA1.SLO1;VRF-FCORP-TELCONET-IFX;10481:11395;;;
ROA1.SLO1;VRF-FCORP-TELEPRESENCIA;10481:11026;;;
ROA1.SLO1;VRF-FCORP-TELMEX-ARG;7303:200009;;;
ROA1.SLO1;VRF-FCORP-TEMOPLAS-ANTARTIDA;10481:11024;;;
ROA1.SLO1;VRF-FCORP-TESORERIA-Y-CREDITO;10481:11417;;;
ROA1.SLO1;VRF-FCORP-TICAR;10481:11448;;;
ROA1.SLO1;VRF-FCORP-TIPOITI-SA;10481:11327;;;
ROA1.SLO1;VRF-FCORP-TRANLASEVISRL;7303:979;;;
ROA1.SLO1;VRF-FCORP-TRANSPORTADORA-DE-CAUDALES-VIGENCIA-DUQUE;10481:11049;;;
ROA1.SLO1;VRF-FCORP-TREPAT-AUTOMOVILES-SA;10481:11444;;;
ROA1.SLO1;VRF-FCORP-TRIBUNAL_SUPERIOR_DE_JUSTICIA;7303:300;;;
ROA1.SLO1;VRF-FCORP-UNIR-SA;10481:11273;;;
ROA1.SLO1;VRF-FCORP-UNIV-PLA-INTERAS-TECO;7303:1036;;;
ROA1.SLO1;VRF-FCORP-UNIVERSIDAD-PASCAL-TECO;7303:1295;;;
ROA1.SLO1;VRF-FCORP-UOM;10481:11053;;;
ROA1.SLO1;VRF-FCORP-UPCN;10481:11152;;;
ROA1.SLO1;VRF-FCORP-UPCN-TECO;7303:352;;;
ROA1.SLO1;VRF-FCORP-URBACORDOBA-TECO;7303:3011;;;
ROA1.SLO1;VRF-FCORP-UTE-PROCURACION;10481:11380;;;
ROA1.SLO1;VRF-FCORP-UTE-SCJ;10481:11379;;;
ROA1.SLO1;VRF-FCORP-UTE-WIFI_SOCIAL;10481:11433;;;
ROA1.SLO1;VRF-FCORP-UTHGRA;10481:11056;;;
ROA1.SLO1;VRF-FCORP-UTN;10481:11009;;;
ROA1.SLO1;VRF-FCORP-VDI-ANSES;7303:200179;;;
ROA1.SLO1;VRF-FCORP-VISA-PRISMA-TECO;7303:747;;;
ROA1.SLO1;VRF-FCORP-VISA-STANDARBANK-ICBC;10481:11312;;;
ROA1.SLO1;VRF-FCORP-WALMART;7303:200106;;;
ROA1.SLO1;VRF-FCORP-WALMART1-TECO;7303:790;;;
ROA1.SLO1;VRF-FCORP-WAMARO-TECO;7303:3024;;;
ROA1.SLO1;VRF-FCORP-YACIRETA-TECO;7303:0596;;;
ROA1.SLO1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.SLO1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.SLO1;VRF-FCORP-YPF2;10481:11110;;;
ROA1.SLO1;VRF-FCORP-ZURICH-SEGUROS-SA;10481:11065;;;
ROA1.SLO1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.SLO1;VRF-MINISTERIO-PUB-PODER-JUD-TECO;7303:1376;;;
ROA1.SLO1;VRF-NAVEGACION-IRONPORT;10481:11449;;;
